id,title,artist_validity,artist1_id,artist2_id,place_of_execution,date_validity,date1,date2,date_avg,date_bin,signature,support,medium,height,width,accession_number,museum,museum_link,rkd_link,image
M600,Christ and the women of Jerusalem,,116,,UNKNOWN,c.,1650,1678,1664,1660,UNCLEAR,canvas,,81.3,64.7,GLAHA_43720,19,,,
M601,Portrait of Maaiken Stoop,,116,,Dordrecht,,1661,,1661,1660,UNCLEAR,canvas,,,,DM/936/514,13,,,
M602,Portrait of Jacob Ouzeel,,116,,Dordrecht,,1661,,1661,1660,UNCLEAR,canvas,,,,DM/936/513,13,,,
M603,Portrait of Cornelis Vijgenboom with his wife Anneke Joosten Boogaart in the garden of their house in Dubbeldam,,116,,UNKNOWN,,1647,,1647,1645,UNCLEAR,canvas,,,,DM/005/864,13,,,
M604,Venus and Adonis,,116,,UNKNOWN,c.,1650,1678,1664,1660,UNCLEAR,canvas,,,,SvH/V-A,34,,,
M605,Interior with woman and dog,,116,,UNKNOWN,c.,1650,1678,1664,1660,UNCLEAR,canvas,,,,DM/994/730,13,,,
M606,Adoration of the Child,,116,,UNKNOWN,,1647,,1647,1645,UNCLEAR,canvas,,,,DM/980/567,13,,,
M607,Muntmeesters and wardens of the Mint of Holland in Dordrecht,,116,,Dordrecht,,1657,,1657,1655,UNCLEAR,canvas,,137.8,165,DM/893/425,13,,,
M608,Portrait of Mattheus van den Broucke,,116,,Dordrecht,,1676,,1676,1675,UNCLEAR,canvas,,,,DM/890/499,13,,,
M609,Portrait of Sir Norton Knatchbull,,116,,UNKNOWN,,1667,,1667,1665,UNCLEAR,canvas,,,,DM/021/1451,13,,,
M610,Fighting Peasants,,133,,UNKNOWN,c.,1625,1626,1625.5,1625,YES,panel,,25.8,34.2,Mh919,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/919-vechtende-boeren/,https://rkd.nl/explore/images/25819,
M611,Drunken peasants at an Inn,,133,,UNKNOWN,c.,1625,1626,1625.5,1625,YES,panel,,18.6,26,Mh847,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/847-herberg-met-dronken-boeren/,https://rkd.nl/explore/images/25815,
M612,A Fat Man,,133,,UNKNOWN,c.,1634,1637,1635.5,1635,UNCLEAR,panel,,22.9,16.1,Mh607,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/607-een-dikke-man/,https://rkd.nl/explore/images/25799,
M613,Merry Company with Masked Dancers,,29,,Amsterdam,,1636,,1636,1635,YES,panel,,50,76.5,Mh392,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/392-vrolijk-gezelschap-met-gemaskerde-dansers/,https://rkd.nl/explore/images/17981,
M614, 'The Young Mother',,134,,Leiden,,1658,,1658,1655,YES,panel,,73.2,55.5,Mh32,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/32-de-jonge-moeder/,https://rkd.nl/explore/images/25012,
M615,The Violin Player,,115,,Utrecht,,1626,,1626,1625,YES,canvas,,84.5,66.1,Mh1107,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/1107-vioolspeelster/,https://rkd.nl/explore/images/48940,
M616,Man Offering Money to a Young Woman,,71,,Haarlem,,1631,,1631,1630,YES,panel,,30.8,24.2,Mh564,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/564-man-die-een-vrouw-geld-aanbiedt/,https://rkd.nl/explore/images/8433,
M617,Sight,,135,,Amsterdam,,1637,,1637,1635,YES,panel,,19.7,23.9,Mh573,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/573-de-vijf-zintuigen-het-gezicht/,https://rkd.nl/explore/images/2613,
M618,Hearing,,135,,Amsterdam,,1637,,1637,1635,YES,panel,,19.3,24.3,Mh574,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/574-de-vijf-zintuigen-het-gehoor/,https://rkd.nl/explore/images/2615,
M619,Smell,,135,,Amsterdam,,1637,,1637,1635,YES,panel,,19.5,24.3,Mh575,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/575-de-vijf-zintuigen-de-reuk/,https://rkd.nl/explore/images/2616,
M620,Taste,,135,,Amsterdam,,1637,,1637,1635,YES,panel,,19.6,24.3,Mh576,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/576-de-vijf-zintuigen-de-smaak/,https://rkd.nl/explore/images/2617,
M621,Touch,,135,,Amsterdam,,1637,,1637,1635,YES,panel,,19.6,24.4,Mh572,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/572-de-vijf-zintuigen-het-gevoel/,https://rkd.nl/explore/images/2611,
M622,Travellers Outside an Inn,,136,,Haarlem,,1646,,1646,1645,YES,panel,,75.8,109.4,Mh789,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/789-reizigers-voor-een-herberg/,https://rkd.nl/explore/images/21707,
M623,Merry Company Dining and Making Music,,137,,Delft,,1632,,1632,1630,YES,panel,,47.2,72.5,Mh615,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/615-musicerend-en-dinerend-gezelschap/,https://rkd.nl/explore/images/206632,
M624,Old Woman and Boy with Candles,,89,,Antwerp,c.,1616,1617,1616.5,1615,UNCLEAR,panel,,77,62.5,Mh1150,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/1150-oude-vrouw-en-jongen-met-kaarsen/,https://rkd.nl/explore/images/62554,
M625,Kitchen Interior,,138,,Antwerp,,1644,,1644,1640,YES,copper,,55.5,77.5,Mh260,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/260-keukeninterieur/,https://rkd.nl/explore/images/19920,
M626,The Alchemist,,138,,Antwerp,c.,1650,,1650,1650,YES,panel,,27.4,37.4,Mh261,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/261-de-alchemist/,https://rkd.nl/explore/images/26053,
M627,Country Fair,,139,,UNKNOWN,,1629,,1629,1625,YES,panel,,40.2,67.4,Mh542,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/542-boerenkermis/,https://rkd.nl/explore/images/24595,
M628,"Mother Combing Her Child's Hair, known as 'Hunting for Lice'",,16,,UNKNOWN,c.,1652,1653,1652.5,1650,YES,panel,,33.2,28.7,Mh744,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/744-een-moeder-die-het-haar-van-haar-kind-kamt-bekend-als-de-luizenjacht/,https://rkd.nl/explore/images/24692,
M629,"The Messenger, known as 'The Unwelcome News'",,16,,UNKNOWN,,1653,,1653,1650,YES,panel,,66.9,59.3,Mh176,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/176-de-boodschapper-bekend-als-de-onwelkome-boodschap/,https://rkd.nl/explore/images/24661,
M630,Woman Writing a Letter,,16,,UNKNOWN,c.,1655,,1655,1655,YES,panel,,38.3,27.9,Mh797,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/797-de-briefschrijfster/,https://rkd.nl/explore/images/24701,
M631,Woman Sewing beside a Cradle,,16,,UNKNOWN,c.,1656,,1656,1655,UNCLEAR,canvas,,46.5,38,Mh1133,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/1133-handwerkende-vrouw-bij-een-wieg/,https://rkd.nl/explore/images/200125,
M632,The Old Lacemaker,,140,,Dordrecht,c.,1655,,1655,1655,YES,panel,,38.8,35.9,Mh1101,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/1101-de-oude-kantwerkster/,https://rkd.nl/explore/images/10631,
M633,The Huntsman,,141,,Amsterdam,,1661,,1661,1660,YES,panel,,28,22.8,Mh93,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/93-de-jager/,https://rkd.nl/explore/images/24840,
M634,A Young Woman Composing a Piece of Music,,141,,Amsterdam,c.,1644,,1644,1640,YES,panel,,57.8,43.3,Mh94,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/94-een-jonge-vrouw-die-muziek-schrijft/,https://rkd.nl/explore/images/24853,
M635,Brothel Scene,,142,,Leiden,c.,1658,1659,1658.5,1655,YES,panel,,42.5,33.3,Mh860,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/860-bordeelscene/,https://rkd.nl/explore/images/24859,
M636,"Man and Woman with Two Dogs, known as 'Teasing the Pet'",,142,,Leiden,,1660,,1660,1660,YES,panel,,27.7,19.9,Mh108,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/108-een-man-en-een-vrouw-met-twee-honden-bekend-als-hondje-plagen/,https://rkd.nl/explore/images/24871,
M637,The Oyster Meal,,142,,Leiden,,1662,,1662,1660,YES,panel,,27.6,20.8,Mh819,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/819-het-oestermaal/,https://rkd.nl/explore/images/24872,
M638,Peasants in an Inn,,143,,Haarlem,,1662,,1662,1660,YES,panel,,47.4,38.4,Mh128,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/128-boeren-in-een-herberg/,https://rkd.nl/explore/images/62054,
M639,The Fiddler,,143,,Haarlem,,1673,,1673,1670,YES,panel,,45.2,42,Mh129,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/129-vioolspeler/,https://rkd.nl/explore/images/25323,
M640,The Tooth Puller,,144,,the Hague,,1651,,1651,1650,YES,canvas,,32.5,26,Mh165,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/165-de-tandentrekker/,https://rkd.nl/explore/images/264283,
M641,Girl Eating Oysters,,144,,UNKNOWN,c.,1658,1660,1659,1655,YES,panel,,20.4,15.1,Mh818,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/818-het-oestereetstertje/,https://rkd.nl/explore/images/303,
M642,The Sick Girl,,144,,UNKNOWN,c.,1660,,1660,1660,YES,panel,,57.7,46.2,Mh167,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/167-het-zieke-meisje/,https://rkd.nl/explore/images/6496,
M643,Woman Playing the Cittern,,144,,Haarlem,c.,1662,,1662,1660,YES,panel,,31,27.5,Mh779,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/779-cisterspelende-vrouw/,https://rkd.nl/explore/images/25413,
M644,The Life of Man,,144,,Haarlem,c.,1665,,1665,1665,YES,canvas,,68.5,81.6,Mh170,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/170-het-leven-van-de-mens/,https://rkd.nl/explore/images/6527,
M645,The Doctor's Visit,,144,,Haarlem,c.,1665,1668,1666.5,1665,YES,panel,,60.5,48.5,Mh168,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/168-het-doktersbezoek/,https://rkd.nl/explore/images/6489,
M646," 'As the Old Sing, So Pipe the Young'",,144,,Haarlem,c.,1668,1670,1669,1665,UNCLEAR,canvas,,133.7,162.5,Mh742,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/742-soo-voer-gesongen-soo-na-gepepen/,https://rkd.nl/explore/images/6500,
M647, 'A Pig Belongs in the Sky',,144,,Leiden,c. ,1673,1675,1674,1670,YES,canvas,,85.8,72.1,Mh736,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/736-wie-een-varken-is-moet-in-het-kot/,https://rkd.nl/explore/images/6528,
M648,Draughts Players,,145,,Rome,,1652,,1652,1650,YES,canvas,,48.6,38.1,Mh1121,24,https://www.mauritshuis.nl/ontdek-collectie/kunstwerken/1121-de-damspelers/,https://rkd.nl/explore/images/26142,
M649,Don Rodrigo Calderón on Horseback,,89,,UNKNOWN,c.,1612,1615,1613.5,1610,UNCLEAR,canvas,,304.8,216.5,RCIN404393,37,https://www.rct.uk/collection/search#/60/collection/404393/portrait-of-don-rodrigo-calderon-on-horseback-15778-1625,,
M650,Battle of Nördlingen,,146,,Antwerp,,1634,,1634,1630,UNCLEAR,canvas,,242,339.6,RCIN400100,37,https://www.rct.uk/collection/400100/the-battle-of-nordlingen-1634,https://rkd.nl/explore/images/249810,
M651,Italian Landscape,,147,,UNKNOWN,c.,1635,1641,1638,1635,YES,canvas,,146.8,206,56,14,https://collection.beta.fitz.ms/id/object/1137,https://rkd.nl/explore/images/257752,
M652,Still life with flowers,,148,,Haarlem,,1639,,1639,1635,YES,panel,,67.6,53.3,SK-A-799,36,http://hdl.handle.net/10934/RM0001.COLLECT.6117,https://rkd.nl/explore/images/7338,
M653,St. Peter's Denial,,20,,Delft,,1642,,1642,1640,YES,canvas,,126.5,141.3,SK-A-2093,36,http://hdl.handle.net/10934/RM0001.COLLECT.6219,https://rkd.nl/explore/images/2523,
M654,The Apotheosis of Aeneas,,63,,UNKNOWN,c.,1617,,1617,1615,UNCLEAR,canvas,oil,212.5,236,KMS1310a,43,,,
M655,"Sketch for the Knight with the Falcon, known as “The Crusader”",,86,,UNKNOWN,,1659,1661,1660,1660,UNCLEAR,canvas,oil,68.5,55.5,KMS1384,43,,,
M656,Still life,,149,,UNKNOWN,,1672,,1672,1670,UNCLEAR,canvas,oil,67,53,KMS1518,43,,,
M657,Study of an Old Man in Profile,,86,,UNKNOWN,c.,1630,,1630,1630,UNCLEAR,panel,oil,19.5,16,KMS1636,43,,,
M658,Portrait of the Advocate Cornelis Bosch,,150,,UNKNOWN,,1660,,1660,1660,UNCLEAR,canvas,oil,124.2,102.5,KMS1811,43,,,
M659,Diana and her Nymphs,,74,,UNKNOWN,,1654,,1654,1650,UNCLEAR,canvas,oil,99.5,135.5,KMS1876,43,,,
M660,Paris giving Venus the Apple,,151,,UNKNOWN,c.,1657,1705,1681,1680,UNCLEAR,canvas,oil,36.5,53,KMS1877,43,,,
M661,Flowers in a Bowl,,152,,UNKNOWN,c.,1672,1708,1690,1690,UNCLEAR,canvas,oil,63,53.5,KMS1878,43,,,
M662,Saint Jerome and the Lion,,153,,UNKNOWN,c.,1662,1721,1691.5,1690,UNCLEAR,copper,oil,47,33,KMS1882,43,,,
M663,Diana and Callisto,,151,,UNKNOWN,c.,1657,1705,1681,1680,UNCLEAR,canvas,oil,36.5,52.5,KMS1879,43,,,
M664,Homage to Venus,,154,,UNKNOWN,c.,1585,1621,1603,1600,UNCLEAR,copper,oil,23,18.5,KMS1978,43,,,
M665,Landscape with a Hunting Scene,,155,,UNKNOWN,c.,1643,1682,1662.5,1660,UNCLEAR,canvas,oil,113.5,95.5,KMS2025,43,,,
M666,Flowers,,156,,UNKNOWN,c.,1645,1707,1676,1675,UNCLEAR,canvas,oil,104,84,KMS250,43,,,
M667,Landscape with Gentlemen Playing Pall-Mall,,157,,UNKNOWN,c.,1642,1678,1660,1660,UNCLEAR,canvas,oil,52,61.5,KMS3018,43,,,
M668,Trompe l'Oeil. Board with en Etching of a Baker Sounding his Horn,,158,,UNKNOWN,c.,1650,1700,1675,1675,UNCLEAR,canvas,oil,62,47,KMS3019,43,,,
M669,Trompe l'Oeil. Board with an Etching of a Man with a Pipe,,158,,UNKNOWN,c.,1650,1700,1675,1675,UNCLEAR,canvas,oil,62,47,KMS3020,43,,,
M670,Board Partition with Musical Instruments. Trompe l'oeil,,159,,UNKNOWN,,1672,,1672,1670,UNCLEAR,canvas,oil,169,115,KMS3073,43,,,
M671,Interior of a Dutch Church,,160,,UNKNOWN,,1659,,1659,1655,UNCLEAR,canvas,oil,86.5,72,KMS3733,43,,,
M672,Still Life with a Chinese Porcelain Bowl,,64,,UNKNOWN,,1662,,1662,1660,UNCLEAR,canvas,oil,66.5,55,KMS384,43,,,
M673,Dutch Panorama Landscape with a Distant View of Haarlem,,68,,UNKNOWN,,1654,,1654,1650,UNCLEAR,canvas,oil,150,203,KMS3876,43,,,
M674,Christ on the Cross,,161,,UNKNOWN,,1549,1598,1573.5,1570,UNCLEAR,panel,oil,32.5,25.5,KMSsp168,43,,,
M675,The Wedding of Alexander and Roxana,,162,,UNKNOWN,c.,1680,,1680,1680,UNCLEAR,canvas,oil,140.5,111,KMSsp305,43,,,
M676,Moonlight landscape with mythological (?) motif ,,163,,UNKNOWN,c.,1625,,1625,1625,UNCLEAR,panel,oil,41.5,66.2,KMSsp373,43,,,
M677,Still Life with a Roemer ,,164,,UNKNOWN,,1652,,1652,1650,UNCLEAR,panel,oil,34.5,50.5,KMSsp392,43,,,
M678,Self-Portrait,,72,,UNKNOWN,c.,1625,,1625,1625,UNCLEAR,panel,oil,52,40.5,KMSsp413,43,,,
M679,Portrait of a Lady,,16,,UNKNOWN,c.,1660,,1660,1660,UNCLEAR,canvas,oil,62.5,47,KMSsp418,43,,,
M680,Landscape by the Rhine,,165,,UNKNOWN,c.,1650,1659,1654.5,1650,UNCLEAR,canvas,oil,100.5,130,KMSsp420,43,,,
M681,Wine Harvest at the Rhine,,165,,UNKNOWN,,1659,,1659,1655,UNCLEAR,canvas on panel,oil,48.5,65,KMSsp421,43,,,
M682,The Holy Women at the Sepulchre,,15,,UNKNOWN,,1644,,1644,1640,UNCLEAR,canvas,oil,278.5,357,KMSsp427,43,,,
M683,Italian Landscape,,147,,UNKNOWN,,1633,1644,1638.5,1635,UNCLEAR,canvas,oil,149,209,KMSsp430,43,,,
M684,Portrait of a Lady,,127,,UNKNOWN,,1657,,1657,1655,UNCLEAR,canvas,oil,103.5,87,KMSsp465,43,,,
M685,The Dying David Admonishes Solomon,,127,,UNKNOWN,,1642,1644,1643,1640,UNCLEAR,canvas,oil,100,129.5,KMSsp464,43,,,
M686,Portrait of a Lady in a Veil,,166,,UNKNOWN,,1643,1674,1658.5,1655,UNCLEAR,canvas,oil,97,82,KMSsp474,43,,,
M687,Norwegian Scenery ,,167,,UNKNOWN,c.,1649,,1649,1645,UNCLEAR,canvas,oil,219,193,KMSsp512,43,,,
M688,Soldiers Looting and Burning a Convent,,157,,UNKNOWN,after,1644,,1644,1640,UNCLEAR,canvas,oil,83.7,96.8,KMSsp555,43,,,
M689,Italian Landscape with Classical Ruins,,157,,UNKNOWN,c.,1642,1678,1660,1660,UNCLEAR,canvas,oil,67,85,KMSsp556,43,,,
M690,Noah Leaving the Ark,,168,,UNKNOWN,c.,1649,1685,1667,1665,UNCLEAR,canvas,oil,102,90,KMSsp534,43,,,
M691,A Sculptor's Studio,,169,,UNKNOWN,c.,1618,1639,1628.5,1625,UNCLEAR,canvas,oil,241.5,288.5,KMS1175,43,,,
M692,"The Presentation of Christ in the Temple, and the Baptism of Christ",,170,,UNKNOWN,,1619,1622,1620.5,1620,UNCLEAR,canvas,oil,182,307.5,KMS1168,43,,,
M693,Portrait of a Lady,,142,,UNKNOWN,c.,1650,1681,1665.5,1665,UNCLEAR,copper,oil,22.5,16.5,KMSsp563,43,,,
M694,David Returning Victorious after Defeating Goliath and the Philistines,,144,,UNKNOWN,,1671,,1671,1670,UNCLEAR,canvas,oil,106.9,159.2,KMSsp587,43,,,
M695,Dead Wildfowl,,171,,UNKNOWN,,1674,,1674,1670,UNCLEAR,canvas,oil,79.5,61,KMSsp610,43,,,
M696,Monument at a Harbour,,130,,UNKNOWN,c.,1636,1660,1648,1645,UNCLEAR,canvas,oil,65.5,57.5,KMSsp623,43,,,
M697,Interior with a Young Couple and People Making Music,,172,,UNKNOWN,c.,1644,1683,1663.5,1660,UNCLEAR,canvas,oil,72,67,KMSsp615,43,,,
M698,Portrait of a Painter,,142,,UNKNOWN,c.,1650,1671,1660.5,1660,UNCLEAR,copper,oil,22.5,16.5,KMSsp562,43,,,
M699,"Thistle, Pumpkin and a Goat",,173,,UNKNOWN,c.,1675,,1675,1675,UNCLEAR,panel,oil,62.5,44,KMS677,43,,,
M700,King Ahasuerus Presents Mordecai with his Ring,,174,,UNKNOWN,c.,1683,,1683,1680,UNCLEAR,canvas,oil,79,96.5,KMS1526,43,,,
M701,Southern Landscape with Herdsmen,,175,,UNKNOWN,,1665,1670,1667.5,1665,UNCLEAR,canvas,oil,44,50,KMSsp508,43,,,
M702,The Organ-Grinder Outside a Cottage,,143,,UNKNOWN,,1640,,1640,1640,UNCLEAR,panel,oil,46,37,KMSsp751,43,,,
M703,A Room in a Cottage,,143,,UNKNOWN,,1636,,1636,1635,UNCLEAR,panel,oil,28,35.5,KMSsp752,43,,,
M704,Still Life with Thistle and Snake,,177,,UNKNOWN,,1663,,1663,1660,UNCLEAR,canvas,oil,60.5,50.5,KMSst276,43,,,
M705,The Artist with his Family,,176,,UNKNOWN,c.,1640,,1640,1640,UNCLEAR,canvas,oil,136.5,111.5,KMS3814,43,,,
M706,Admiral of the Realm Ove Gjedde,,176,,UNKNOWN,c.,1624,1670,1647,1645,UNCLEAR,canvas,oil,63,50,KMS605,43,,,
M707,A Man Wearing a Turban and Armour ,,176,,UNKNOWN,c.,1624,1670,1647,1645,UNCLEAR,canvas,oil,137,108,KMS7956,43,,,
M708,Aron as High Priest ,,176,,UNKNOWN,c.,1624,1670,1647,1645,UNCLEAR,canvas,oil,135.5,126,KMS7985,43,,,
M709,St Peter Repentant,,176,,UNKNOWN,c.,1624,1670,1647,1645,UNCLEAR,canvas,oil,169.5,126.5,KMSsp797,43,,,
M710,A Girl and a Boy with a Brazier,,178,,UNKNOWN,c.,1655,1660,1657.5,1655,UNCLEAR,canvas,oil,77,131,KMS4472,43,,,
M711,"A Boy with a Dog (Allegory of ""Taste"") ",,178,,UNKNOWN,c.,1653,,1653,1650,UNCLEAR,canvas,oil,63.5,47.5,KMS6788,43,,,
M712,A Sleeping Girl (Boy ?) with a Songbook,,178,,UNKNOWN,c.,1656,1687,1671.5,1670,UNCLEAR,canvas,oil,49,130.5,KMS7258,43,,,
M713,Hunter with his Gun and Dog,,178,,UNKNOWN,c.,1656,1687,1671.5,1670,UNCLEAR,canvas,oil,97.7,72.4,KMS7392,43,,,
M714,Old man washing his Hands,,178,,UNKNOWN,c.,1650,,1650,1650,UNCLEAR,canvas,oil,97.7,75.5,KMS7393,43,,,
M715,Wrestling on a Bridge,,169,,UNKNOWN,,1622,,1622,1620,UNCLEAR,canvas,oil,247,312.5,KMS1171,43,,,
M716,A Betrothal,,170,,UNKNOWN,,1619,1622,1620.5,1620,UNCLEAR,canvas,oil,183,308,KMS1167,43,,,
M717,A Feast,,179,,UNKNOWN,,1622,,1622,1620,UNCLEAR,canvas,oil,254,316,KMSsp228,43,,,
M718,Allegory of Old Age. Time and the Scholar,,180,,UNKNOWN,c.,1584,1625,1604.5,1600,UNCLEAR,canvas,oil,227,343,KMS1170,43,,,
M719,A Boys' School,,170,,UNKNOWN,c.,1597,1658,1627.5,1625,UNCLEAR,canvas,oil,236,311.5,KMS1172,43,,,
M720,Bathing in an Oriental Harbour,,180,,UNKNOWN,c.,1597,1658,1627.5,1625,UNCLEAR,canvas,oil,241,298.5,KMS1378,43,,,
M721,A Bathhouse,,180,,UNKNOWN,c.,1584,1625,1604.5,1600,UNCLEAR,canvas,oil,245,304,kms1178,43,,,
M722,Dune Landscape,,55,,UNKNOWN,,1632,,1632,1630,UNCLEAR,panel,oil,33,54,S 962,50,https://www.lakenhal.nl/nl/collectie/b-665,,
M723,Panoramic landscape,,181,,UNKNOWN,c.,1655,1665,1660,1660,YES,canvas,oil,97.3,139.5,SK-A-2361,36,https://www.rijksmuseum.nl/en/collection/SK-A-2361,https://rkd.nl/nl/explore/images/record?filters%5Bkunstenaar%5D=Knibbergen%2C+Fran%C3%A7ois+van&query=&start=14,
M724,Holy Family,,182,,UNKNOWN,c.,1528,1530,1529,1525,YES,panel,oil,64.3,54.5,SK-C-1701,36,http://hdl.handle.net/10934/RM0001.COLLECT.461060,https://rkd.nl/nl/explore/images/record?filters%5Bkunstenaar%5D=Vermeyen%2C+Jan+Cornelisz.&query=&start=61,
M725,Portrait of Erard de la Marck,,182,,UNKNOWN,c.,1528,1530,1529,1525,YES,panel,oil,64.4,55.5,SK-A-4069,36,http://hdl.handle.net/10934/RM0001.COLLECT.6424,https://rkd.nl/nl/explore/images/24164,
M726,Adoration of the shepherds,,117,,Haarlem,,1598,,1598,1595,YES,panel,oil,36,46.5,OS 75-321,15,https://rkd.nl/explore/images/59776,,
M727,Portrait of a Woman and Child,,110,,UNKNOWN,c. ,1620,1621,1620.5,1620,UNCLEAR,canvas,oil,131.5,106.2,NG3011,31,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-portrait-of-a-woman-and-child,,
M728,Portrait of George Gage with Two Attendants,,110,,UNKNOWN,c.,1622,1623,1622.5,1620,UNCLEAR,canvas,oil,115,113.5,NG49,31,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-portrait-of-george-gage-with-two-attendants,,
M729,The Balbi Children,,110,,UNKNOWN,c.,1625,1627,1626,1625,UNCLEAR,canvas,oil,219,151,NG6502,31,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-the-balbi-children,,
M730,Charity,,110,,UNKNOWN,c.,1627,1628,1627.5,1625,UNCLEAR,panel,oil,148.2,107.5,NG6494,31,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-charity,,
M731,Rinaldo and Armida,,110,,UNKNOWN,,1634,1635,1634.5,1630,UNCLEAR,panel,oil,57,41.5,NG877.2,31,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-rinaldo-and-armida,,
M732,The Abbé Scaglia adoring the Virgin and Child,,110,,UNKNOWN,,1634,1635,1634.5,1630,UNCLEAR,canvas,oil,106.7,120,NG4889,31,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-the-abbe-scaglia-adoring-the-virgin-and-child,,
M733,"	Lady Elizabeth Thimbelby and Dorothy, Viscountess Andover",,110,,UNKNOWN,c.,1635,,1635,1635,UNCLEAR,canvas,oil,132.1,149,NG6437,31,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-lady-elizabeth-thimbelby-and-her-sister,,
M734,Equestrian Portrait of Charles I,,110,,UNKNOWN,c.,1638,1639,1638.5,1635,UNCLEAR,canvas,oil,367,292.1,NG1172,31,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-equestrian-portrait-of-charles-i,,
M735,"	Lord John Stuart and his Brother, Lord Bernard Stuart",,110,,UNKNOWN,c.,1638,,1638,1635,UNCLEAR,canvas,oil,237.5,146.1,NG6518,31,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-lord-john-stuart-and-his-brother-lord-bernard-stuart,,
M736,Samson and Delilah,,89,,UNKNOWN,c.,1609,1610,1609.5,1605,UNCLEAR,panel,oil,185,205,NG6461,31,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-samson-and-delilah,,
M737,Minerva protects Pax from Mars ('Peace and War'),,89,,London,,1629,1630,1629.5,1625,UNCLEAR,canvas,oil,203.5,298,NG46,31,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-minerva-protects-pax-from-mars-peace-and-war,https://rkd.nl/explore/images/49978,
M738,The Ambassadors,,61,,London,,1533,,1533,1530,YES,panel,oil,207,209.5,NG1314,31,https://www.nationalgallery.org.uk/paintings/hans-holbein-the-younger-the-ambassadors,,
M739,Self-Portrait,,46,,UNKNOWN,c.,1645,,1645,1645,YES,panel,oil,65,49,1205 (OK),6,https://www.boijmans.nl/collectie/kunstwerken/1775/zelfportret,,
M740,The Fall of Phaeton,,89,,UNKNOWN,c.,1604,1608,1606,1605,UNCLEAR,canvas,oil,98.4,131.2,1990.1.1,51,https://www.nga.gov/collection/art-object-page.71349.html,,
M741,Church Interior,,183,,UNKNOWN,,1586,,1586,1585,YES,panel,oil,31.4,47,RMCC s127,52,,,
M742,The Finding of Moses,,184,,UNKNOWN,,1625,1634,1629.5,1625,YES,panel,oil,18.5,26,BMH s00474a,52,,,
M743,The Baptism of the Eunuch,,184,,UNKNOWN,,1625,1634,1629.5,1625,YES,panel,oil,18.1,25.7,BMH s00474b,52,,,
M744,Moses Beats Water from a Rock,,184,,UNKNOWN,c.,1650,,1650,1650,UNCLEAR,panel,oil,22.7,17.1,BMH s01533b,53,,,
